"","idno","cntry","nwspol","netusoft","netustm","ppltrst","pplfair","psppsgva","cptppola","trstprl","trstlgl","trstsci","vote","happy","wkhtot","agepnt","gndr","region"
"9512",73166,"NO",60,5,720,9,9,4,3,8,10,8,"Yes",9,50,82,"Male","NO08"
"9513",73248,"NO",60,5,180,5,3,4,3,8,6,9,"Not eligble",6,35,57,"Female","NO0A"
"9514",73268,"NO",240,5,120,5,8,2,3,9,9,6,"Yes",10,70,84,"Male","NO07"
"9515",73276,"NO",120,5,60,10,9,3,2,9,9,5,"Yes",9,12,85,"Female","NO0A"
"9516",73424,"NO",60,5,210,8,7,3,4,9,8,9,"Yes",9,35,76,"Male","NO08"
"9517",73480,"NO",30,5,600,6,8,3,4,8,9,8,"Yes",8,40,51,"Male","NO08"
"9518",73542,"NO",10,5,330,5,5,3,4,6,7,5,"Not eligble",6,37,76,"Female","NO07"
"9519",73764,"NO",90,5,480,5,5,3,3,8,8,8,"Yes",10,40,75,"Female","NO06"
"9520",73785,"NO",30,5,60,7,6,3,2,7,7,6,"Yes",10,46,84,"Male","NO09"
"9521",73826,"NO",5,5,480,7,5,3,3,7,5,9,"Yes",7,19,57,"Male","NO09"
"9522",73859,"NO",60,5,240,8,8,3,4,9,9,7,"Not eligble",8,50,74,"Female","NO08"
"9523",73863,"NO",20,5,510,8,8,3,2,8,8,9,"Yes",8,37,69,"Male","NO0A"
"9524",73888,"NO",60,5,480,9,8,3,3,8,8,9,"Yes",10,52,73,"Male","NO08"
"9525",73901,"NO",30,5,240,8,7,3,2,4,7,7,"Yes",7,38,73,"Female","NO02"
"9526",73903,"NO",60,4,720,2,2,2,2,1,0,4,"Yes",9,50,83,"Male","NO08"
"9527",74011,"NO",120,5,600,7,7,3,4,7,8,7,"Yes",8,40,61,"Female","NO07"
"9528",74030,"NO",60,5,60,4,5,3,3,7,8,8,"Yes",7,35,73,"Male","NO08"
"9529",74089,"NO",60,5,300,8,8,3,3,10,10,8,"Not eligble",8,40,53,"Male","NO06"
"9530",74104,"NO",30,5,120,7,5,3,3,6,8,7,"Yes",9,45,75,"Female","NO0A"
"9531",74220,"NO",10,5,480,8,8,4,3,9,9,10,"Not eligble",10,40,47,"Male","NO0A"
"9532",74268,"NO",30,5,300,7,7,4,3,8,8,9,"Yes",10,38,51,"Female","NO0A"
"9533",74293,"NO",150,5,60,9,9,4,4,8,8,10,"Yes",9,38,86,"Female","NO09"
"9534",74305,"NO",60,5,360,8,7,3,3,10,10,7,"Yes",8,40,60,"Female","NO0A"
"9535",74371,"NO",60,5,90,5,5,2,1,4,9,6,"Yes",4,20,73,"Female","NO0A"
"9536",74407,"NO",30,5,600,8,7,3,2,8,9,5,"Yes",7,37,51,"Female","NO09"
"9537",74569,"NO",241,5,301,7,7,4,3,8,9,10,"Yes",9,80,68,"Male","NO0A"
"9538",74588,"NO",20,5,240,7,9,3,4,8,9,10,"No",5,13,49,"Female","NO0A"
"9539",74615,"NO",30,5,540,7,8,3,4,8,8,8,"Not eligble",9,6,43,"Male","NO0A"
"9540",74616,"NO",60,5,600,5,8,3,1,7,6,9,"Yes",6,38,51,"Female","NO0A"
"9541",74640,"NO",60,5,450,7,8,4,4,9,10,7,"Yes",10,44,86,"Female","NO08"
"9542",74679,"NO",30,5,930,3,4,3,2,6,6,7,"Not eligble",5,32,62,"Male","NO07"
"9543",74689,"NO",5,5,180,8,4,3,2,6,7,5,"Yes",10,38,58,"Female","NO08"
"9544",74732,"NO",30,5,480,8,8,3,3,8,7,5,"No",6,40,67,"Female","NO09"
"9545",74794,"NO",40,5,120,7,8,3,2,8,9,7,"Yes",7,60,72,"Female","NO08"
"9546",74815,"NO",15,4,30,4,2,3,1,3,6,10,"Yes",6,37,80,"Female","NO08"
"9547",74865,"NO",20,5,300,8,8,3,1,7,4,6,"Yes",8,42,71,"Female","NO08"
"9548",74879,"NO",90,5,600,9,5,3,2,7,8,8,"Yes",10,40,73,"Male","NO0A"
"9549",74922,"NO",120,5,120,4,6,3,1,7,5,8,"Yes",7,40,63,"Male","NO07"
"9550",75008,"NO",5,5,240,4,9,3,4,8,10,8,"No",8,40,46,"Male","NO09"
"9551",75113,"NO",30,5,30,9,9,3,3,7,7,9,"Yes",8,42,83,"Male","NO0A"
"9552",75138,"NO",60,5,600,7,9,3,3,8,10,9,"Yes",8,42,90,"Male","NO0A"
"9553",75232,"NO",60,5,960,8,7,3,3,8,10,10,"Yes",10,38,68,"Male","NO08"
"9554",75271,"NO",90,5,420,5,7,3,3,8,8,6,"Yes",8,38,87,"Female","NO0A"
"9555",75303,"NO",30,5,240,8,8,3,3,7,8,7,"No",9,84,49,"Male","NO09"
"9556",75311,"NO",5,5,360,0,0,3,2,3,4,4,"No",10,45,58,"Male","NO06"
"9557",75356,"NO",120,5,300,7,7,2,3,3,7,6,"Yes",10,15,60,"Female","NO08"
"9558",75373,"NO",60,5,120,10,9,4,4,8,9,9,"Yes",9,43,85,"Male","NO08"
"9559",75593,"NO",60,5,570,8,10,2,2,7,5,8,"Yes",8,38,65,"Female","NO02"
"9560",75653,"NO",30,5,180,4,4,3,2,4,5,7,"Yes",6,1,68,"Female","NO07"
"9561",75732,"NO",300,5,420,5,5,2,4,1,2,8,"Yes",5,32,75,"Female","NO08"
"9562",75797,"NO",45,4,480,8,8,2,2,9,9,10,"Yes",7,40,81,"Male","NO07"
"9563",75889,"NO",60,5,120,7,6,3,1,7,10,7,"Yes",7,0,76,"Female","NO08"
"9564",75919,"NO",60,5,180,7,8,4,3,9,9,7,"Yes",8,35,67,"Female","NO07"
"9565",75966,"NO",20,5,240,9,8,2,1,9,9,10,"Yes",7,30,63,"Female","NO0A"
"9566",75990,"NO",10,5,540,7,7,3,3,8,7,8,"Yes",8,50,68,"Male","NO09"
"9567",76061,"NO",30,5,330,7,7,3,4,8,9,8,"Yes",8,4,54,"Male","NO08"
"9568",76082,"NO",30,5,480,5,6,4,3,7,5,8,"No",9,40,60,"Female","NO08"
"9569",76083,"NO",90,5,480,7,6,4,3,6,6,8,"Not eligble",8,13,52,"Male","NO07"
"9570",76106,"NO",300,5,600,8,8,3,2,8,5,7,"Yes",7,45,64,"Male","NO09"
"9571",76137,"NO",10,5,480,7,8,3,1,9,10,9,"Not eligble",6,40,47,"Female","NO08"
"9572",76203,"NO",30,5,360,4,5,3,2,8,7,9,"Yes",7,13,53,"Female","NO09"
"9573",76220,"NO",120,4,120,6,7,3,4,9,8,9,"Yes",9,37,78,"Male","NO08"
"9574",76228,"NO",240,5,300,3,3,2,3,7,3,8,"Yes",7,6,65,"Male","NO08"
"9575",76282,"NO",10,5,300,7,6,2,2,9,10,7,"Not eligble",7,8,51,"Male","NO08"
"9576",76333,"NO",90,5,720,7,8,3,2,9,9,10,"Yes",9,44,60,"Female","NO08"
"9577",76345,"NO",30,5,600,5,6,2,4,3,5,4,"Yes",7,43,68,"Female","NO08"
"9578",76429,"NO",180,5,360,3,7,1,4,7,5,7,"Not eligble",9,42,73,"Female","NO0A"
"9579",76434,"NO",30,5,30,8,9,1,4,8,6,10,"Yes",8,40,75,"Male","NO09"
"9580",76465,"NO",10,5,420,5,6,4,3,8,7,7,"Not eligble",7,0,44,"Female","NO0A"
"9581",76491,"NO",30,5,150,9,9,4,4,7,8,8,"Yes",8,34,63,"Male","NO07"
"9582",76521,"NO",15,5,210,8,7,3,1,9,9,7,"No",10,38,47,"Female","NO08"
"9583",76525,"NO",90,5,180,8,9,2,3,6,8,6,"Yes",8,39,65,"Female","NO06"
"9584",76646,"NO",60,5,300,6,8,2,3,7,9,9,"Yes",10,40,81,"Male","NO08"
"9585",76684,"NO",120,5,180,8,8,3,2,6,9,9,"Yes",8,36,74,"Female","NO02"
"9586",76779,"NO",15,5,90,7,8,3,2,6,7,6,"Yes",7,37,73,"Male","NO09"
"9587",76795,"NO",15,5,600,4,7,3,4,7,7,9,"No",9,16,56,"Female","NO08"
"9588",76799,"NO",150,5,720,3,3,2,4,6,8,10,"Yes",9,38,80,"Male","NO08"
"9589",76890,"NO",120,5,240,9,8,4,4,9,10,8,"Yes",9,40,67,"Male","NO02"
"9590",76898,"NO",60,5,120,10,8,2,3,8,9,8,"Yes",10,20,69,"Male","NO0A"
"9591",76911,"NO",0,5,480,10,5,3,3,6,8,3,"Yes",8,38,54,"Male","NO08"
"9592",77057,"NO",60,5,360,6,5,3,3,8,9,8,"No",9,38,49,"Male","NO06"
"9593",77071,"NO",150,5,720,7,6,3,3,5,6,7,"No",9,42,46,"Male","NO0A"
"9594",77117,"NO",15,5,480,8,8,2,2,7,7,8,"No",9,40,76,"Male","NO08"
"9595",77128,"NO",60,5,120,8,9,4,3,9,9,7,"Yes",9,39,76,"Female","NO0A"
"9596",77290,"NO",120,5,420,6,9,4,3,10,10,9,"No",10,50,60,"Female","NO08"
"9597",77330,"NO",30,5,240,9,9,3,2,7,8,7,"Yes",9,38,72,"Female","NO08"
"9598",77345,"NO",30,5,180,8,7,4,5,9,9,8,"Yes",9,10,57,"Female","NO06"
"9599",77361,"NO",30,5,480,7,8,3,3,8,9,8,"Not eligble",7,6,51,"Female","NO06"
"9600",77423,"NO",120,5,480,9,8,4,3,10,8,9,"Yes",8,45,67,"Male","NO0A"
"9601",77439,"NO",60,5,180,7,7,3,3,8,8,8,"Yes",7,40,78,"Male","NO0A"
"9602",77534,"NO",120,4,240,7,9,3,3,5,6,9,"Yes",8,40,85,"Female","NO08"
"9603",77538,"NO",60,5,300,8,7,3,3,6,8,7,"Yes",8,50,75,"Female","NO0A"
"9604",77551,"NO",120,5,360,8,8,4,5,10,10,10,"Yes",8,30,62,"Male","NO09"
"9605",77585,"NO",5,5,330,8,9,2,5,8,9,5,"Yes",9,50,74,"Male","NO08"
"9606",77660,"NO",150,5,780,7,7,3,4,9,9,10,"Yes",9,45,53,"Male","NO08"
"9607",77721,"NO",60,5,360,7,4,3,3,6,8,8,"Yes",8,37,72,"Male","NO0A"
"9608",77748,"NO",60,5,780,8,7,4,5,5,10,10,"Yes",9,47,59,"Male","NO08"
"9609",77812,"NO",30,5,360,8,7,3,2,7,8,7,"Yes",8,24,53,"Female","NO08"
"9610",77873,"NO",30,5,60,8,9,3,2,8,10,7,"Yes",10,43,72,"Female","NO06"
"9611",78032,"NO",20,5,240,7,8,3,3,8,7,8,"Not eligble",9,24,41,"Male","NO02"
"9612",78066,"NO",150,5,450,6,5,4,3,8,7,10,"Yes",7,32,56,"Male","NO08"
"9613",78082,"NO",60,5,600,6,7,4,3,8,9,8,"Yes",7,42,56,"Female","NO0A"
"9614",78110,"NO",150,5,120,8,5,3,4,6,8,8,"Yes",10,50,86,"Male","NO0A"
"9615",78155,"NO",60,5,90,9,9,3,3,10,10,7,"Yes",8,33,76,"Female","NO08"
"9616",78277,"NO",20,5,240,6,6,2,2,7,5,7,"No",7,24,59,"Female","NO07"
"9617",78362,"NO",90,5,150,5,6,4,3,7,10,9,"Yes",8,30,79,"Female","NO02"
"9618",78483,"NO",0,5,300,7,8,2,2,10,10,10,"Not eligble",9,4,53,"Female","NO09"
"9619",78496,"NO",20,5,240,7,7,2,2,5,8,8,"Yes",6,45,55,"Female","NO02"
"9620",78527,"NO",30,5,180,7,8,3,2,10,8,10,"Yes",7,38,76,"Female","NO0A"
"9621",78546,"NO",30,5,120,6,7,3,4,7,8,6,"Yes",9,15,67,"Female","NO08"
"9622",78710,"NO",60,5,90,7,5,3,1,8,7,7,"Yes",7,22,73,"Female","NO08"
"9623",78721,"NO",60,5,480,8,8,4,2,9,8,8,"Yes",9,20,59,"Female","NO08"
"9624",78745,"NO",60,5,120,10,9,2,5,9,9,4,"Yes",10,10,90,"Male","NO08"
"9625",78780,"NO",60,5,480,8,8,1,3,5,9,4,"Yes",9,39,73,"Male","NO02"
"9626",78786,"NO",120,5,660,7,7,3,3,8,9,9,"Not eligble",6,18,50,"Female","NO08"
"9627",78808,"NO",10,5,300,8,7,3,4,7,8,9,"Not eligble",9,42,51,"Female","NO0A"
"9628",78899,"NO",120,5,600,6,7,3,4,8,9,9,"Yes",8,40,67,"Female","NO02"
"9629",78935,"NO",60,5,240,5,5,2,1,0,7,2,"No",8,15,60,"Male","NO09"
"9630",78969,"NO",30,5,270,8,8,4,4,7,10,7,"Yes",8,40,67,"Male","NO08"
"9631",78986,"NO",60,5,180,8,7,4,3,8,9,9,"Yes",8,39,79,"Female","NO08"
"9632",78996,"NO",120,5,300,3,5,3,2,3,4,5,"Yes",9,45,69,"Male","NO02"
"9633",79004,"NO",30,5,480,8,10,4,1,9,9,6,"Yes",7,10,54,"Female","NO08"
"9634",79018,"NO",60,5,240,6,8,3,4,7,9,8,"Yes",6,16,56,"Female","NO08"
"9635",79020,"NO",360,5,480,5,5,5,5,9,10,9,"Yes",7,38,71,"Male","NO07"
"9636",79031,"NO",120,5,660,8,8,3,5,8,8,8,"Yes",7,36,57,"Female","NO08"
"9637",79088,"NO",120,5,60,8,7,4,4,8,8,7,"Yes",8,40,80,"Female","NO0A"
"9638",79094,"NO",60,5,180,5,8,4,3,8,9,10,"No",7,40,70,"Male","NO08"
"9639",79168,"NO",60,5,180,8,7,3,2,7,7,7,"Yes",9,19,69,"Female","NO06"
"9640",79259,"NO",30,5,120,8,9,3,4,8,9,7,"Yes",8,45,85,"Female","NO0A"
"9641",79267,"NO",20,5,480,8,7,4,3,7,7,8,"Not eligble",8,43,84,"Female","NO0A"
"9642",79272,"NO",10,5,60,8,9,2,1,8,10,10,"No",10,28,72,"Female","NO06"
"9643",79353,"NO",60,5,15,9,8,4,4,9,9,8,"Yes",8,37,76,"Female","NO08"
"9644",79390,"NO",15,5,540,8,8,3,2,9,9,9,"Yes",9,40,65,"Female","NO0A"
"9645",79418,"NO",240,5,780,9,8,3,4,9,3,4,"Yes",10,45,90,"Male","NO08"
"9646",79425,"NO",120,5,120,5,7,3,2,6,8,8,"Yes",7,45,90,"Male","NO0A"
"9647",79501,"NO",240,5,600,3,4,4,4,6,9,8,"Yes",9,40,90,"Female","NO08"
"9648",79505,"NO",90,5,420,9,7,3,3,8,7,8,"Yes",7,5,58,"Female","NO0A"
"9649",79676,"NO",30,5,180,7,4,4,2,10,8,9,"No",7,37,58,"Male","NO02"
"9650",79714,"NO",30,5,90,8,8,1,4,2,2,3,"Yes",7,55,79,"Male","NO09"
"9651",79718,"NO",90,5,300,9,9,4,3,9,8,8,"Yes",8,23,68,"Female","NO08"
"9652",79720,"NO",120,5,150,8,8,3,2,6,6,5,"Yes",8,8,90,"Female","NO0A"
"9653",79743,"NO",25,5,270,4,9,4,4,6,6,10,"Not eligble",6,0,43,"Female","NO08"
"9654",79766,"NO",30,5,600,4,6,2,3,5,9,6,"Yes",8,40,76,"Male","NO08"
"9655",79774,"NO",60,5,300,7,7,3,2,7,7,7,"Yes",7,40,69,"Female","NO02"
"9656",79814,"NO",90,5,600,8,9,5,5,10,8,10,"Yes",9,37,67,"Male","NO02"
"9657",79815,"NO",60,5,600,8,8,4,3,6,7,6,"Yes",9,40,84,"Female","NO06"
"9658",79837,"NO",120,5,240,9,5,4,1,10,10,10,"Yes",9,50,75,"Female","NO0A"
"9659",79897,"NO",20,5,180,8,8,3,4,8,7,7,"Not eligble",8,20,39,"Female","NO0A"
"9660",79910,"NO",60,5,600,10,9,3,3,9,9,10,"Yes",9,45,72,"Male","NO06"
"9661",79945,"NO",120,5,120,8,7,2,2,9,9,10,"Yes",7,40,73,"Male","NO0A"
"9662",79957,"NO",120,5,480,6,5,3,4,8,7,9,"No",6,36,42,"Male","NO08"
"9663",80052,"NO",30,5,270,9,8,3,2,9,10,7,"Yes",9,37,56,"Female","NO06"
"9664",80053,"NO",20,5,360,7,7,4,3,7,7,7,"Yes",6,22,67,"Female","NO0A"
"9665",80056,"NO",5,5,90,2,6,3,1,2,2,5,"No",2,4,64,"Female","NO08"
"9666",80074,"NO",90,5,480,8,6,3,3,6,7,5,"Yes",7,42,70,"Female","NO08"
"9667",80093,"NO",45,5,90,8,7,2,4,4,8,5,"Yes",6,40,90,"Female","NO08"
"9668",80104,"NO",60,5,480,7,7,3,3,6,8,7,"No",8,40,67,"Female","NO07"
"9669",80134,"NO",30,5,480,7,6,3,3,3,6,7,"Not eligble",7,46,80,"Male","NO09"
"9670",80140,"NO",45,5,180,7,8,4,3,9,9,7,"Yes",9,38,79,"Male","NO06"
"9671",80179,"NO",25,5,600,8,8,3,4,7,7,6,"Yes",8,45,72,"Male","NO0A"
"9672",80196,"NO",5,5,60,4,5,2,3,7,3,1,"Yes",9,50,79,"Male","NO08"
"9673",80231,"NO",30,5,720,9,8,3,4,9,9,7,"Yes",8,37,67,"Male","NO0A"
"9674",80262,"NO",60,5,300,6,6,3,1,10,8,7,"Yes",9,10,51,"Female","NO08"
"9675",80270,"NO",60,5,180,7,7,4,3,8,9,6,"Yes",10,40,63,"Male","NO09"
"9676",80406,"NO",60,4,120,5,5,3,1,5,7,5,"No",7,38,57,"Female","NO0A"
"9677",80414,"NO",30,5,150,7,6,4,3,3,4,7,"Yes",8,37,73,"Female","NO07"
"9678",80473,"NO",60,5,300,10,8,2,1,8,8,8,"Yes",4,38,69,"Female","NO0A"
"9679",80592,"NO",20,5,330,7,7,4,4,10,10,10,"Not eligble",9,4,47,"Female","NO0A"
"9680",80648,"NO",30,5,390,9,7,3,3,8,8,6,"Yes",7,50,64,"Female","NO08"
"9681",80691,"NO",240,5,720,4,2,3,4,6,4,8,"Yes",5,20,60,"Female","NO06"
"9682",80716,"NO",60,5,360,7,5,4,4,8,9,9,"Yes",8,15,63,"Male","NO08"
"9683",80902,"NO",60,5,60,7,7,3,4,8,9,8,"Yes",6,70,72,"Male","NO0A"
"9684",80910,"NO",90,5,480,6,8,3,4,9,9,7,"Yes",9,45,60,"Male","NO08"
"9685",80960,"NO",10,5,930,5,8,1,3,4,5,7,"Yes",9,60,65,"Male","NO0A"
"9686",81007,"NO",30,5,180,7,7,4,2,9,9,7,"Not eligble",8,20,48,"Male","NO02"
"9687",81110,"NO",20,5,240,8,7,3,2,8,9,7,"Yes",9,43,61,"Male","NO09"
"9688",81117,"NO",30,5,600,7,7,3,2,7,7,9,"Yes",7,40,64,"Male","NO08"
"9689",81150,"NO",60,5,240,8,7,3,2,8,7,5,"Yes",6,43,71,"Female","NO08"
"9690",81207,"NO",45,5,180,6,8,3,3,9,9,9,"Yes",10,50,87,"Male","NO08"
"9691",81218,"NO",60,5,60,8,7,4,4,9,9,9,"Yes",8,45,83,"Male","NO09"
"9692",81248,"NO",60,5,360,5,3,2,1,7,8,6,"Yes",8,40,61,"Male","NO06"
"9693",81260,"NO",60,5,240,7,7,4,2,7,8,9,"Yes",9,40,51,"Female","NO08"
"9694",81266,"NO",30,5,120,8,8,4,2,8,9,9,"Yes",8,38,78,"Male","NO09"
"9695",81272,"NO",30,5,420,5,2,3,2,8,9,10,"Yes",9,47,59,"Male","NO0A"
"9696",81293,"NO",30,5,240,7,7,3,4,7,9,10,"Yes",10,60,57,"Female","NO02"
"9697",81418,"NO",20,5,300,6,8,3,3,8,9,8,"Not eligble",8,36,50,"Female","NO0A"
"9698",81450,"NO",60,5,45,5,8,2,2,5,3,8,"Not eligble",8,45,81,"Male","NO08"
"9699",81516,"NO",60,5,480,5,7,3,3,10,10,8,"Yes",9,40,85,"Male","NO08"
"9700",81521,"NO",5,5,360,3,7,4,2,2,3,7,"Yes",4,20,58,"Female","NO02"
"9701",81528,"NO",10,5,180,8,6,3,2,8,7,3,"Yes",8,39,52,"Female","NO0A"
"9702",81588,"NO",120,5,300,8,9,3,3,8,8,6,"Yes",9,40,67,"Female","NO0A"
"9703",81597,"NO",15,5,240,5,7,3,2,7,7,6,"Not eligble",6,30,39,"Female","NO0A"
"9704",81620,"NO",10,5,120,4,8,2,3,6,3,8,"No",8,42,89,"Female","NO09"
"9705",81666,"NO",60,5,540,5,5,3,4,8,8,8,"Yes",7,39,55,"Male","NO09"
"9706",81712,"NO",180,5,240,9,8,4,4,7,9,8,"Yes",8,4,67,"Male","NO06"
"9707",81718,"NO",60,5,120,7,8,3,3,8,9,6,"Yes",8,40,68,"Male","NO0A"
"9708",81736,"NO",120,5,180,9,9,4,3,8,9,9,"Yes",9,40,87,"Female","NO06"
"9709",81743,"NO",0,5,420,2,8,3,3,8,8,5,"Not eligble",7,15,49,"Male","NO08"
"9710",81825,"NO",120,5,240,5,9,3,3,8,8,7,"Yes",9,30,86,"Female","NO09"
"9711",81847,"NO",20,5,300,5,7,2,2,7,9,8,"Not eligble",7,30,51,"Female","NO02"
"9712",81862,"NO",120,5,180,7,7,3,3,8,8,8,"Yes",9,46,89,"Female","NO09"
"9713",81887,"NO",30,5,480,7,6,3,3,7,8,9,"Yes",7,40,65,"Male","NO09"
"9714",81938,"NO",60,5,180,5,7,3,2,8,9,6,"No",9,20,48,"Female","NO08"
"9715",81961,"NO",90,5,480,8,7,4,5,8,10,10,"Yes",7,20,56,"Male","NO08"
"9716",81971,"NO",180,5,600,8,8,3,3,8,9,7,"Yes",8,50,82,"Male","NO08"
"9717",82002,"NO",120,5,300,6,7,3,3,9,9,6,"Yes",8,30,81,"Female","NO08"
"9718",82047,"NO",90,5,45,9,8,3,3,5,8,3,"Yes",9,45,78,"Male","NO02"
"9719",82059,"NO",60,5,360,6,6,2,2,6,5,6,"Yes",8,1,63,"Male","NO07"
"9720",82181,"NO",120,5,120,8,8,3,3,9,9,8,"Yes",8,40,74,"Female","NO0A"
"9721",50010,"PT",30,5,180,3,5,4,1,5,3,7,"Yes",8,9,64,"Female","PT17"
"9722",50092,"PT",60,4,240,6,5,3,3,7,7,8,"No",9,40,78,"Female","PT16"
"9723",50159,"PT",30,5,120,7,7,2,1,6,5,8,"Yes",8,40,60,"Male","PT16"
"9724",50220,"PT",120,5,720,7,5,2,1,4,7,6,"Yes",7,40,67,"Female","PT11"
"9725",50227,"PT",105,5,250,3,5,1,1,3,4,9,"Yes",7,40,79,"Male","PT16"
"9726",50265,"PT",60,4,40,6,5,2,2,5,0,6,"Yes",8,40,81,"Female","PT17"
"9727",50287,"PT",30,5,120,6,7,3,2,6,5,8,"Yes",7,45,62,"Female","PT15"
"9728",50367,"PT",960,5,60,6,6,1,1,5,6,8,"Yes",7,50,54,"Male","PT11"
"9729",50372,"PT",60,5,180,3,5,3,1,4,5,9,"Yes",10,0,74,"Male","PT11"
"9730",50379,"PT",30,5,180,6,5,1,1,4,0,7,"Not eligble",5,35,63,"Female","PT17"
"9731",50453,"PT",180,5,300,2,5,4,4,8,8,5,"Yes",5,40,76,"Female","PT17"
"9732",50573,"PT",60,5,60,3,5,1,2,5,5,8,"No",8,10,56,"Female","PT11"
"9733",50646,"PT",120,5,60,6,7,2,2,6,6,8,"Yes",8,60,86,"Female","PT16"
"9734",50650,"PT",30,5,480,8,8,2,1,3,5,9,"Yes",7,45,56,"Female","PT16"
"9735",50749,"PT",45,5,300,6,5,3,2,7,6,10,"Yes",5,60,79,"Female","PT11"
"9736",50764,"PT",30,5,240,1,5,3,1,0,0,5,"No",5,40,57,"Male","PT16"
"9737",50912,"PT",1020,5,180,4,4,2,1,6,3,8,"No",5,0,70,"Male","PT16"
"9738",50971,"PT",30,5,90,8,4,2,1,2,1,8,"Yes",8,40,60,"Male","PT16"
"9739",51002,"PT",90,5,150,4,4,1,1,7,0,5,"Yes",6,35,70,"Female","PT17"
"9740",51219,"PT",90,5,300,7,7,2,3,7,3,8,"No",7,50,81,"Male","PT18"
"9741",51263,"PT",120,5,240,5,7,1,1,5,5,7,"Yes",8,40,65,"Male","PT17"
"9742",51273,"PT",90,5,240,5,7,1,2,4,4,7,"Not eligble",7,20,60,"Male","PT11"
"9743",51307,"PT",60,5,180,6,8,3,3,5,7,9,"Yes",7,40,58,"Female","PT17"
"9744",51387,"PT",150,5,90,6,7,1,2,5,6,9,"Yes",6,40,86,"Female","PT16"
"9745",51524,"PT",120,5,480,0,5,2,1,3,3,9,"Yes",2,50,83,"Male","PT16"
"9746",51657,"PT",60,4,120,7,5,1,2,6,7,8,"Yes",9,50,64,"Male","PT11"
"9747",51689,"PT",5,5,30,1,1,1,1,2,2,5,"Yes",8,30,86,"Female","PT18"
"9748",51770,"PT",120,5,120,7,7,3,2,8,6,9,"Yes",8,40,74,"Female","PT15"
"9749",51962,"PT",35,5,105,7,7,1,1,7,1,8,"Yes",7,35,70,"Female","PT17"
"9750",52043,"PT",60,5,120,2,4,2,1,5,2,8,"No",8,40,55,"Female","PT11"
"9751",52087,"PT",60,5,240,5,4,2,1,5,5,9,"No",9,40,43,"Female","PT18"
"9752",52191,"PT",60,5,360,2,5,3,2,4,6,8,"Yes",8,60,85,"Female","PT11"
"9753",52202,"PT",75,5,150,4,5,1,1,5,0,5,"Yes",8,35,73,"Female","PT17"
"9754",52243,"PT",15,5,360,3,5,4,2,7,7,8,"Not eligble",7,16,67,"Female","PT17"
"9755",52374,"PT",60,5,720,5,6,2,3,5,5,9,"Yes",8,40,69,"Male","PT11"
"9756",52425,"PT",60,5,660,5,8,3,2,5,5,7,"Yes",8,40,71,"Male","PT17"
"9757",52432,"PT",120,5,480,7,6,3,1,6,5,8,"Yes",7,50,73,"Male","PT16"
"9758",52433,"PT",60,4,60,5,4,2,2,6,5,7,"Yes",7,48,82,"Male","PT15"
"9759",52458,"PT",90,5,135,5,5,1,1,5,3,8,"No",8,40,50,"Female","PT16"
"9760",52460,"PT",60,5,120,3,7,4,1,0,0,9,"Yes",8,59,76,"Male","PT11"
"9761",52537,"PT",120,5,720,5,7,3,2,5,7,10,"Yes",5,50,56,"Male","PT17"
"9762",52554,"PT",60,5,120,5,7,2,2,6,7,9,"Yes",7,40,90,"Male","PT17"
"9763",52595,"PT",60,5,720,0,5,2,2,7,6,8,"No",10,50,64,"Male","PT17"
"9764",52600,"PT",60,5,30,2,3,2,1,3,5,7,"Yes",6,40,79,"Male","PT15"
"9765",52918,"PT",30,5,120,5,5,2,4,1,1,8,"Yes",8,40,85,"Male","PT11"
"9766",53036,"PT",300,5,120,7,5,4,4,5,5,7,"Yes",7,0,90,"Male","PT17"
"9767",53040,"PT",30,5,210,2,3,2,1,3,4,10,"No",9,42,71,"Female","PT16"
"9768",53102,"PT",60,5,540,8,7,3,2,6,5,8,"Yes",6,40,74,"Female","PT17"
"9769",53147,"PT",60,5,480,6,6,2,1,1,5,9,"Yes",10,70,75,"Female","PT17"
"9770",53249,"PT",1020,5,240,7,7,3,4,5,7,7,"Yes",8,10,71,"Female","PT17"
"9771",53263,"PT",20,5,60,7,8,2,1,7,7,7,"No",5,40,75,"Male","PT17"
"9772",53268,"PT",10,5,60,0,3,1,2,0,0,7,"Yes",10,60,64,"Male","PT11"
"9773",53367,"PT",120,5,60,5,4,3,1,6,4,8,"Yes",6,40,79,"Female","PT11"
"9774",53441,"PT",60,5,600,7,7,2,3,4,5,9,"Yes",8,35,73,"Female","PT18"
"9775",53443,"PT",720,5,720,4,4,3,3,7,4,10,"Yes",6,45,61,"Female","PT11"
"9776",53499,"PT",120,5,240,5,5,2,1,5,5,9,"Yes",5,20,84,"Female","PT16"
"9777",53636,"PT",30,5,240,2,7,1,1,5,5,6,"Yes",8,40,65,"Female","PT17"
"9778",53657,"PT",30,4,60,6,7,3,2,7,6,8,"Yes",8,40,82,"Male","PT15"
"9779",53780,"PT",90,5,480,4,5,3,5,6,5,8,"Yes",6,45,50,"Female","PT18"
"9780",53799,"PT",45,5,120,3,5,2,1,3,3,8,"No",8,35,57,"Female","PT17"
"9781",53805,"PT",60,5,45,3,4,2,2,3,5,8,"No",5,40,70,"Male","PT16"
"9782",53820,"PT",10,5,300,5,8,4,3,7,7,9,"Not eligble",9,40,48,"Female","PT17"
